CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JE324037,08/03/2021 12:27:00 AM,012XX W 59TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,Y,713,16,07,1169094,1865656,41.786873855,-87.655550394,"(41.786873855, -87.655550394)"
JE324030,08/03/2021 12:29:00 AM,036XX W CHICAGO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1112,27,14,1152155,1905098,41.895457291,-87.716619992,"(41.895457291, -87.716619992)"
JE324032,08/03/2021 12:30:00 AM,003XX E LOWER WACKER DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,114,42,07,1178519,1902545,41.887890902,-87.619870013,"(41.887890902, -87.619870013)"
JE324031,08/03/2021 12:34:00 AM,014XX W MADISON ST,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,GOVERNMENT BUILDING / PROPERTY,N,N,1224,27,24,1166873,1900131,41.881524451,-87.662706932,"(41.881524451, -87.662706932)"
JE324143,08/03/2021 12:35:00 AM,018XX W TOUHY AVE,0460,BATTERY,SIMPLE,STREET,N,N,2424,49,08B,1162730,1947867,42.012602415,-87.676576738,"(42.012602415, -87.676576738)"
JE324073,08/03/2021 12:45:00 AM,066XX S RACINE AVE,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,SIDEWALK,N,N,724,17,03,1169466,1860688,41.773233009,-87.654330276,"(41.773233009, -87.654330276)"
JE324049,08/03/2021 12:53:00 AM,005XX S PULASKI RD,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA TRAIN,N,N,1132,24,14,1149812,1897228,41.873907046,-87.725430093,"(41.873907046, -87.725430093)"
JE324052,08/03/2021 12:54:00 AM,047XX S HOYNE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,Y,N,931,15,14,1163162,1873145,41.807550873,-87.677090732,"(41.807550873, -87.677090732)"
JE324427,08/03/2021 12:55:00 AM,013XX E 87TH ST,0620,BURGLARY,UNLAWFUL ENTRY,COMMERCIAL / BUSINESS OFFICE,N,N,412,8,05,1186427,1847559,41.736821484,-87.592570331,"(41.736821484, -87.592570331)"
JE324095,08/03/2021 01:00:00 AM,009XX W DAKIN ST,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,N,N,1923,46,02,1169336,1926419,41.953606977,-87.65289707,"(41.953606977, -87.65289707)"
JE324088,08/03/2021 01:00:00 AM,043XX S HONORE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,924,15,14,1164742,1875931,41.815162726,-87.671216994,"(41.815162726, -87.671216994)"
JE324056,08/03/2021 01:10:00 AM,008XX N STATE ST,0460,BATTERY,SIMPLE,RESTAURANT,N,N,1832,2,08B,1176218,1905946,41.897275609,-87.6282173,"(41.897275609, -87.6282173)"
JE324055,08/03/2021 01:10:00 AM,017XX W ARMITAGE AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1432,32,03,1164191,1913352,41.917860934,-87.672180977,"(41.917860934, -87.672180977)"
JE324059,08/03/2021 01:12:00 AM,002XX W 111TH PL,0460,BATTERY,SIMPLE,RESIDENCE,N,N,522,34,08B,1176578,1830999,41.691605529,-87.629149911,"(41.691605529, -87.629149911)"
JE324068,08/03/2021 01:15:00 AM,002XX E HURON ST,0460,BATTERY,SIMPLE,HOSPITAL BUILDING / GROUNDS,Y,N,1834,42,08B,1178046,1905133,41.895003278,-87.62152816,"(41.895003278, -87.62152816)"
JE324096,08/03/2021 01:16:00 AM,056XX S MICHIGAN AVE,0560,ASSAULT,SIMPLE,STREET,N,N,231,20,08A,1178116,1867759,41.792444765,-87.62240731,"(41.792444765, -87.62240731)"
JE324057,08/03/2021 01:20:00 AM,069XX S MARSHFIELD AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,735,17,08B,1166539,1858754,41.767988773,-87.665115049,"(41.767988773, -87.665115049)"
JE324069,08/03/2021 01:30:00 AM,086XX S MARYLAND AVE,1020,ARSON,BY FIRE,APARTMENT,N,N,632,8,09,1183405,1847830,41.737635982,-87.603633447,"(41.737635982, -87.603633447)"
JE326025,08/03/2021 01:30:00 AM,016XX N LINDER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2532,37,08B,1139486,1910349,41.910107122,-87.763022569,"(41.910107122, -87.763022569)"
JE324067,08/03/2021 01:30:00 AM,005XX S PULASKI RD,0271,CRIMINAL SEXUAL ASSAULT,ATTEMPT AGGRAVATED - HANDGUN,CTA STATION,N,N,1132,24,02,1149812,1897228,41.873907046,-87.725430093,"(41.873907046, -87.725430093)"
JE324065,08/03/2021 01:33:00 AM,016XX E 79TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,414,8,15,1188940,1852936,41.751516761,-87.583191893,"(41.751516761, -87.583191893)"
JE324541,08/03/2021 01:40:00 AM,079XX S VERNON AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,N,Y,624,6,26,1180622,1852384,41.750196978,-87.61368999,"(41.750196978, -87.61368999)"
JE324080,08/03/2021 01:45:00 AM,076XX S LOWE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - YARD (FRONT / BACK),N,N,621,6,14,1173291,1854221,41.755403057,-87.640499726,"(41.755403057, -87.640499726)"
JE324361,08/03/2021 02:00:00 AM,066XX S HOYNE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,Y,726,16,14,1163506,1860651,41.773258525,-87.676179302,"(41.773258525, -87.676179302)"
JE324122,08/03/2021 02:00:00 AM,011XX S PULASKI RD,0820,THEFT,$500 AND UNDER,SIDEWALK,N,N,1132,24,06,1149880,1894990,41.867764394,-87.725238637,"(41.867764394, -87.725238637)"
JE328038,08/03/2021 02:00:00 AM,003XX W ERIE ST,0810,THEFT,OVER $500,STREET,N,N,1831,42,06,1174061,1904721,41.893962515,-87.636176148,"(41.893962515, -87.636176148)"
JE324081,08/03/2021 02:00:00 AM,028XX S SACRAMENTO AVE,0334,ROBBERY,ATTEMPT ARMED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,N,N,1033,24,03,1156822,1885102,41.840492863,-87.700020957,"(41.840492863, -87.700020957)"
JE324362,08/03/2021 02:00:00 AM,002XX N KARLOV AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1114,28,08B,1149030,1900778,41.88366381,-87.728209353,"(41.88366381, -87.728209353)"
JE324089,08/03/2021 02:00:00 AM,002XX E CHICAGO AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,HOSPITAL BUILDING / GROUNDS,N,Y,1833,2,08B,1178058,1905778,41.896772914,-87.621464432,"(41.896772914, -87.621464432)"
JE324077,08/03/2021 02:03:00 AM,017XX N MOODY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,Y,2513,29,14,1135149,1910826,41.911494094,-87.778943916,"(41.911494094, -87.778943916)"
JE324079,08/03/2021 02:06:00 AM,013XX N WELLS ST,031A,ROBBERY,ARMED - HANDGUN,STREET,N,N,1821,27,03,1174468,1909100,41.905969633,-87.634550387,"(41.905969633, -87.634550387)"
JE324086,08/03/2021 02:08:00 AM,028XX S HALSTED ST,0820,THEFT,$500 AND UNDER,STREET,Y,N,913,11,06,1171431,1885952,41.842517229,-87.646386826,"(41.842517229, -87.646386826)"
JE324075,08/03/2021 02:10:00 AM,028XX S TROY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - YARD (FRONT / BACK),N,Y,1033,12,08B,1155823,1885055,41.840384044,-87.703688182,"(41.840384044, -87.703688182)"
JE324085,08/03/2021 02:20:00 AM,002XX N KOLIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1114,28,08B,1147359,1900759,41.883643841,-87.734345952,"(41.883643841, -87.734345952)"
JE324084,08/03/2021 02:22:00 AM,0000X E 101ST PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,511,9,08B,1178423,1837687,41.70991675,-87.622193006,"(41.70991675, -87.622193006)"
JE324584,08/03/2021 02:30:00 AM,012XX E 87TH ST,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,N,N,412,8,03,1186219,1847553,41.73680993,-87.593332557,"(41.73680993, -87.593332557)"
JE324677,08/03/2021 02:30:00 AM,013XX W MORSE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,N,N,2431,49,14,1165818,1946185,42.007921407,-87.665262798,"(42.007921407, -87.665262798)"
JE324104,08/03/2021 02:32:00 AM,020XX N CAMPBELL AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,Y,1431,1,08A,1159551,1913813,41.919222845,-87.689215828,"(41.919222845, -87.689215828)"
JE324098,08/03/2021 02:54:00 AM,007XX W 72ND ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,732,6,04A,1172691,1857134,41.763409928,-87.64261285,"(41.763409928, -87.64261285)"
JE324092,08/03/2021 02:56:00 AM,080XX S VERNON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,631,6,08B,1180637,1851875,41.748799881,-87.613650624,"(41.748799881, -87.613650624)"
JE324303,08/03/2021 03:00:00 AM,113XX S PARNELL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,N,N,2233,34,14,1174661,1829773,41.688283987,-87.636204574,"(41.688283987, -87.636204574)"
JE329167,08/03/2021 03:00:00 AM,0000X E DIVISION ST,0880,THEFT,PURSE-SNATCHING,SIDEWALK,N,N,1824,43,06,1176196,1908378,41.90394963,-87.628224686,"(41.90394963, -87.628224686)"
JE324592,08/03/2021 03:00:00 AM,058XX W CORCORAN PL,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,N,N,1512,29,26,1137408,1901970,41.887151764,-87.770858241,"(41.887151764, -87.770858241)"
JE324097,08/03/2021 03:00:00 AM,032XX W LE MOYNE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1422,26,08B,1154407,1909784,41.908271387,-87.708223482,"(41.908271387, -87.708223482)"
JE324099,08/03/2021 03:10:00 AM,032XX W DOUGLAS BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1022,24,08B,1155108,1893275,41.862955021,-87.70609163,"(41.862955021, -87.70609163)"
JE324105,08/03/2021 03:30:00 AM,072XX S GREEN ST,0810,THEFT,OVER $500,STREET,N,N,733,6,06,1171887,1856945,41.762908968,-87.645565203,"(41.762908968, -87.645565203)"
JE324100,08/03/2021 03:36:00 AM,007XX N MONTICELLO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,N,N,1112,27,14,1151919,1904646,41.894221609,-87.717498685,"(41.894221609, -87.717498685)"
JE324106,08/03/2021 03:44:00 AM,035XX W CHICAGO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1121,27,08B,1152427,1905104,41.895468386,-87.715620836,"(41.895468386, -87.715620836)"
JE324322,08/03/2021 04:00:00 AM,049XX N MILWAUKEE AVE,0810,THEFT,OVER $500,OTHER RAILROAD PROPERTY / TRAIN DEPOT,N,N,1623,45,06,1139431,1932207,41.97008868,-87.762690091,"(41.97008868, -87.762690091)"
JE324130,08/03/2021 04:00:00 AM,002XX E 35TH ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,TAVERN / LIQUOR STORE,N,N,211,3,11,1178258,1881833,41.831061814,-87.621459125,"(41.831061814, -87.621459125)"
JE324125,08/03/2021 04:07:00 AM,003XX S ALBANY AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,1124,28,04B,1155763,1898387,41.876969727,-87.703549502,"(41.876969727, -87.703549502)"
JE324108,08/03/2021 04:40:00 AM,014XX W 72ND PL,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,Y,734,17,26,1167640,1856660,41.762219018,-87.661139354,"(41.762219018, -87.661139354)"
JE324116,08/03/2021 04:53:00 AM,090XX S COTTAGE GROVE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,N,N,633,8,07,1183143,1845238,41.730529332,-87.604673732,"(41.730529332, -87.604673732)"
JE324112,08/03/2021 04:56:00 AM,090XX S COTTAGE GROVE AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,Y,N,633,8,04A,1183143,1845238,41.730529332,-87.604673732,"(41.730529332, -87.604673732)"
JE324121,08/03/2021 05:00:00 AM,002XX N WABASH AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,N,N,111,42,03,1176777,1901808,41.885908101,-87.626289429,"(41.885908101, -87.626289429)"
JE324136,08/03/2021 05:00:00 AM,068XX N SHERIDAN RD,0460,BATTERY,SIMPLE,RESIDENCE,N,N,2431,49,08B,1166971,1945494,42.006000524,-87.661040637,"(42.006000524, -87.661040637)"
JE324114,08/03/2021 05:05:00 AM,001XX N LEAVITT ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1223,27,08B,1161719,1901089,41.884262244,-87.681605487,"(41.884262244, -87.681605487)"
JE326637,08/03/2021 05:05:00 AM,020XX W SCHOOL ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1921,32,06,1161972,1921903,41.941372073,-87.680094316,"(41.941372073, -87.680094316)"
JE324115,08/03/2021 05:09:00 AM,008XX W 54TH ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,Y,934,20,06,1171606,1869012,41.796028381,-87.646241726,"(41.796028381, -87.646241726)"
JE324118,08/03/2021 05:40:00 AM,046XX N CENTRAL PARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,Y,1723,35,14,1151554,1930503,41.965182563,-87.718157866,"(41.965182563, -87.718157866)"
JE324120,08/03/2021 05:50:00 AM,005XX W MARQUETTE RD,0560,ASSAULT,SIMPLE,APARTMENT,N,N,722,6,08A,1173991,1860489,41.772587696,-87.637748661,"(41.772587696, -87.637748661)"
JE325517,08/03/2021 06:00:00 AM,066XX W 65TH ST,0810,THEFT,OVER $500,RESIDENCE - GARAGE,N,N,812,23,06,1133334,1860682,41.773923015,-87.786784049,"(41.773923015, -87.786784049)"
JE324131,08/03/2021 06:06:00 AM,070XX S EMERALD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,732,6,14,1172524,1858154,41.766212611,-87.643194942,"(41.766212611, -87.643194942)"
JE324686,08/03/2021 06:11:00 AM,008XX E 63RD ST,0820,THEFT,$500 AND UNDER,OTHER (SPECIFY),N,N,313,20,06,1182784,1863415,41.78041724,-87.605425457,"(41.78041724, -87.605425457)"
JE324177,08/03/2021 06:23:00 AM,004XX N WOOD ST,0460,BATTERY,SIMPLE,STREET,N,N,1221,27,08B,1164318,1903260,41.89016508,-87.672000225,"(41.89016508, -87.672000225)"
JE324150,08/03/2021 06:26:00 AM,019XX W OGDEN AVE,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,HOSPITAL BUILDING / GROUNDS,N,N,1231,27,26,1163312,1897077,41.873219626,-87.675868666,"(41.873219626, -87.675868666)"
JE326263,08/03/2021 06:29:00 AM,003XX S PULASKI RD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1132,28,14,1149775,1898304,41.876860431,-87.725537965,"(41.876860431, -87.725537965)"
JE324178,08/03/2021 06:45:00 AM,078XX S DREXEL AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,N,N,624,8,04B,1183592,1853199,41.75236474,-87.602781335,"(41.75236474, -87.602781335)"
JE324146,08/03/2021 06:45:00 AM,014XX W 72ND PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,Y,734,17,14,1167640,1856660,41.762219018,-87.661139354,"(41.762219018, -87.661139354)"
JE324156,08/03/2021 06:50:00 AM,050XX N SPAULDING AVE,0560,ASSAULT,SIMPLE,SIDEWALK,N,N,1713,39,08A,1153470,1933240,41.972655093,-87.711040054,"(41.972655093, -87.711040054)"
JE324138,08/03/2021 07:00:00 AM,015XX S CHRISTIANA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,1021,24,14,1154285,1892188,41.859988632,-87.709141806,"(41.859988632, -87.709141806)"
JE325872,08/03/2021 07:00:00 AM,013XX S KARLOV AVE,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1011,24,06,1149267,1893438,41.863517415,-87.727529293,"(41.863517415, -87.727529293)"
JE324225,08/03/2021 07:00:00 AM,037XX W GRAND AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,N,Y,2535,27,04B,1151092,1908127,41.903790068,-87.720444688,"(41.903790068, -87.720444688)"
JE328793,08/03/2021 07:00:00 AM,085XX S LAFLIN ST,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,614,21,06,1167824,1848124,41.738791105,-87.660709546,"(41.738791105, -87.660709546)"
JE324145,08/03/2021 07:05:00 AM,064XX S BISHOP ST,0460,BATTERY,SIMPLE,RESIDENCE,N,Y,725,16,08B,1167771,1862071,41.777064691,-87.660504077,"(41.777064691, -87.660504077)"
JE324157,08/03/2021 07:20:00 AM,022XX S PULASKI RD,0340,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,PARKING LOT / GARAGE (NON RESIDENTIAL),Y,N,1013,22,03,1150054,1889039,41.851430749,-87.724754706,"(41.851430749, -87.724754706)"
JE324175,08/03/2021 07:21:00 AM,087XX S MAY ST,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,N,N,2222,21,08B,1170180,1846874,41.735310075,-87.652113885,"(41.735310075, -87.652113885)"
JE324284,08/03/2021 07:24:00 AM,058XX W FILLMORE ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,N,1513,29,08A,1137457,1894749,41.867335486,-87.770852083,"(41.867335486, -87.770852083)"
JE324870,08/03/2021 07:30:00 AM,084XX S VINCENNES AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,622,21,14,1173641,1848645,41.74009406,-87.639381874,"(41.74009406, -87.639381874)"
JE324172,08/03/2021 07:30:00 AM,017XX N MOODY AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,N,N,2513,29,26,1135149,1910826,41.911494094,-87.778943916,"(41.911494094, -87.778943916)"
JE324176,08/03/2021 07:32:00 AM,068XX S RIDGELAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,332,5,08B,1189044,1860045,41.771021985,-87.582583431,"(41.771021985, -87.582583431)"
JE324183,08/03/2021 07:50:00 AM,059XX N WESTERN AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2011,40,26,1159243,1939449,41.989575829,-87.689639993,"(41.989575829, -87.689639993)"
JE324941,08/03/2021 08:00:00 AM,030XX W 83RD ST,0820,THEFT,$500 AND UNDER,STREET,N,N,835,18,06,1157429,1849416,41.742553201,-87.698760092,"(41.742553201, -87.698760092)"
JE327023,08/03/2021 08:00:00 AM,053XX S JUSTINE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,934,16,14,1166913,1869259,41.796807822,-87.663444181,"(41.796807822, -87.663444181)"
JE324432,08/03/2021 08:00:00 AM,005XX N CENTRAL AVE,0560,ASSAULT,SIMPLE,NURSING / RETIREMENT HOME,N,N,1523,37,08A,1138943,1902924,41.889741913,-87.765198001,"(41.889741913, -87.765198001)"
JE325034,08/03/2021 08:00:00 AM,019XX N ALBANY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1421,1,07,1155197,1912699,41.91625456,-87.705242991,"(41.91625456, -87.705242991)"
JE324202,08/03/2021 08:00:00 AM,121XX S INDIANA AVE,2851,PUBLIC PEACE VIOLATION,ARSON THREAT,APARTMENT,N,Y,532,9,24,1179768,1824321,41.673207966,-87.617674109,"(41.673207966, -87.617674109)"
JE324975,08/03/2021 08:00:00 AM,085XX S BENNETT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,412,8,14,1190338,1848813,41.740169311,-87.578201565,"(41.740169311, -87.578201565)"
JE325882,08/03/2021 08:00:00 AM,084XX S VINCENNES AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,N,N,622,21,14,1173751,1848819,41.740569104,-87.638973706,"(41.740569104, -87.638973706)"
JE327484,08/03/2021 08:00:00 AM,075XX N CLAREMONT AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,2411,49,11,1159348,1949924,42.018317404,-87.68896381,"(42.018317404, -87.68896381)"
JE324182,08/03/2021 08:00:00 AM,083XX S COMMERCIAL AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,424,7,06,1197636,1850405,41.74435904,-87.551410154,"(41.74435904, -87.551410154)"
JE324192,08/03/2021 08:15:00 AM,006XX W 65TH ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,Y,723,20,04A,1172945,1861779,41.776150757,-87.641544956,"(41.776150757, -87.641544956)"
JE324615,08/03/2021 08:25:00 AM,007XX E 61ST ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER (SPECIFY),N,Y,313,20,26,1182022,1864720,41.784015947,-87.6081787,"(41.784015947, -87.6081787)"
JE324299,08/03/2021 08:30:00 AM,045XX N HAMLIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1723,35,08B,1150234,1930111,41.964132792,-87.723021494,"(41.964132792, -87.723021494)"
JE324317,08/03/2021 08:30:00 AM,048XX W MADISON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,N,N,1533,28,07,1144213,1899588,41.880490151,-87.745927891,"(41.880490151, -87.745927891)"
JE324262,08/03/2021 08:30:00 AM,011XX E 72ND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,324,5,08B,1185264,1857509,41.764152676,-87.596518971,"(41.764152676, -87.596518971)"
JE326281,08/03/2021 08:33:00 AM,065XX S MINERVA AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,N,321,20,26,1185009,1861854,41.776081745,-87.597317312,"(41.776081745, -87.597317312)"
JE324258,08/03/2021 08:45:00 AM,004XX W WILSON DR,0560,ASSAULT,SIMPLE,PARK PROPERTY,N,N,1914,46,08A,1171849,1931034,41.966215545,-87.643522537,"(41.966215545, -87.643522537)"
JE324260,08/03/2021 08:55:00 AM,077XX W SUMMERDALE AVE,500N,OTHER OFFENSE,ABUSE / NEGLECT - CARE FACILITY,RESIDENCE,N,N,1613,41,26,1123706,1934597,41.976919956,-87.820460266,"(41.976919956, -87.820460266)"
JE324221,08/03/2021 08:55:00 AM,030XX S HALSTED ST,0460,BATTERY,SIMPLE,RESTAURANT,N,N,913,11,08B,1171462,1884752,41.839223645,-87.64630829,"(41.839223645, -87.64630829)"
JE324227,08/03/2021 08:55:00 AM,075XX S STONY ISLAND AVE,031A,ROBBERY,ARMED - HANDGUN,DEPARTMENT STORE,N,N,411,8,03,1188125,1855118,41.75752383,-87.586108987,"(41.75752383, -87.586108987)"
JE324248,08/03/2021 08:56:00 AM,067XX S MERRILL AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,Y,Y,331,5,26,1191702,1860801,41.773032424,-87.572815843,"(41.773032424, -87.572815843)"
JE324235,08/03/2021 09:00:00 AM,002XX W 119TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,522,34,14,1176660,1826025,41.677954279,-87.628998582,"(41.677954279, -87.628998582)"
JE324833,08/03/2021 09:00:00 AM,052XX S DREXEL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,233,5,08B,1183138,1870253,41.799173072,-87.603914956,"(41.799173072, -87.603914956)"
JE324698,08/03/2021 09:00:00 AM,009XX N MICHIGAN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,N,N,1833,42,11,1177324,1906733,41.899410159,-87.624131266,"(41.899410159, -87.624131266)"
JE324253,08/03/2021 09:00:00 AM,030XX W JACKSON BLVD,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,1124,28,08A,1156223,1898534,41.877363835,-87.701856542,"(41.877363835, -87.701856542)"
JE325516,08/03/2021 09:00:00 AM,005XX E 47TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,TAVERN / LIQUOR STORE,N,N,223,3,08A,1180542,1873970,41.809432891,-87.613320823,"(41.809432891, -87.613320823)"
JE325202,08/03/2021 09:00:00 AM,087XX S ELIZABETH ST,0820,THEFT,$500 AND UNDER,RESIDENCE,N,Y,2222,21,06,1169518,1846862,41.735291498,-87.654539536,"(41.735291498, -87.654539536)"
JE324288,08/03/2021 09:00:00 AM,004XX E 80TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,624,6,14,1180388,1852055,41.749299533,-87.614557534,"(41.749299533, -87.614557534)"
JE326399,08/03/2021 09:00:00 AM,024XX S TRUMBULL AVE,0266,CRIMINAL SEXUAL ASSAULT,PREDATORY,VEHICLE NON-COMMERCIAL,N,N,1024,22,02,1153751,1887673,41.847609583,-87.711222061,"(41.847609583, -87.711222061)"
JE332784,08/03/2021 09:00:00 AM,051XX N OAK PARK AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,N,N,1613,41,11,1130259,1933735,41.974444353,-87.796381368,"(41.974444353, -87.796381368)"
JE324241,08/03/2021 09:04:00 AM,069XX N WAYNE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,2431,49,14,1165889,1945904,42.007148817,-87.665009645,"(42.007148817, -87.665009645)"
JE325646,08/03/2021 09:08:00 AM,019XX W WABANSIA AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,1434,32,08A,1163219,1911330,41.912332935,-87.675809097,"(41.912332935, -87.675809097)"
JE324280,08/03/2021 09:10:00 AM,015XX N DEARBORN PKWY,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1824,2,07,1175648,1910592,41.91003729,-87.630170937,"(41.91003729, -87.630170937)"
JE324589,08/03/2021 09:10:00 AM,008XX W VAN BUREN ST,0820,THEFT,$500 AND UNDER,CONVENIENCE STORE,Y,N,1232,2,06,1170741,1898386,41.876652229,-87.648554994,"(41.876652229, -87.648554994)"
JE325770,08/03/2021 09:15:00 AM,055XX S EVERETT AVE,0810,THEFT,OVER $500,SIDEWALK,N,N,235,5,06,1188987,1868573,41.794424835,-87.582519409,"(41.794424835, -87.582519409)"
JE324278,08/03/2021 09:29:00 AM,068XX S EAST END AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,ALLEY,N,Y,332,5,04A,1188713,1860032,41.770994234,-87.583797152,"(41.770994234, -87.583797152)"
